
0,0,3,29,80,UP;null,DOWN;null,LEFT;650;650;0;75;3,RIGHT;650;650;0;39;3,,0,LEFT,,0,91,7920,1
1,1,3,65,170,UP;138;650;0;95;3,DOWN;null,LEFT;137;650;0;39;3,RIGHT;null,,1,LEFT,,1,31,7920,1
1,1,3,77,200,UP;113;650;0;59;3,DOWN;null,LEFT;129;650;0;27;3,RIGHT;null,,1,LEFT,,1,171,7920,1
1,1,3,129,370,UP;650;63;175;91;3,DOWN;null,LEFT;null,RIGHT;650;111;175;107;3,,1,UP,,1,31,7920,1
1,1,3,141,400,UP;650;57;163;79;3,DOWN;null,LEFT;null,RIGHT;650;98;163;119;3,,1,UP,,1,31,7920,1
1,1,3,153,430,UP;650;64;151;67;3,DOWN;null,LEFT;650;51;151;72;24,RIGHT;650;64;151;115;59,,1,UP,,1,61,7920,1
1,1,3,177,490,UP;650;57;127;43;3,DOWN;null,LEFT;null,RIGHT;650;28;127;91;35,,1,RIGHT,,1,1,7920,1
1,1,3,201,490,UP;650;6;103;67;11,DOWN;650;86;103;115;59,LEFT;null,RIGHT;650;12;103;103;47,,1,UP,,1,211,7920,1
1,1,3,213,700,UP;null,DOWN;null,LEFT;650;83;91;55;3,RIGHT;650;88;91;79;3,,1,LEFT,,1,71,7920,1
1,1,3,241,770,UP;650;96;63;35;3,DOWN;null,LEFT;650;63;63;27;3,RIGHT;650;56;63;87;3,,1,UP,,1,171,7920,1
1,1,3,293,940,UP;null,DOWN;650;52;183;72;3,LEFT;null,RIGHT;650;43;183;99;3,,1,RIGHT,,1,21,7920,1
1,1,3,305,960,UP;650;89;171;124;55,DOWN;650;25;171;119;31,LEFT;null,RIGHT;650;53;171;87;3,,1,DOWN,,1,201,7920,1
1,1,3,333,1160,UP;null,DOWN;650;32;143;104;39,LEFT;null,RIGHT;650;91;143;91;3,,1,DOWN,,1,1,7920,1
1,1,3,345,1160,UP;null,DOWN;650;29;131;120;59,LEFT;650;98;131;92;27,RIGHT;650;26;131;103;47,,1,RIGHT,,1,1,7920,1
1,1,2,361,1160,UP;null,DOWN;650;650;0;95;3,LEFT;650;650;0;108;3,RIGHT;null,,1,LEFT,,1,51,7920,1
1,1,2,385,1210,UP;650;650;0;84;36,DOWN;650;650;0;119;15,LEFT;null,RIGHT;null,,1,DOWN,,1,1,7920,1
1,1,2,397,1210,UP;null,DOWN;null,LEFT;650;650;0;139;55,RIGHT;650;650;0;107;3,,1,RIGHT,,1,31,7920,1
1,1,2,409,1240,UP;null,DOWN;174;650;0;111;3,LEFT;null,RIGHT;104;650;0;95;3,,1,RIGHT,,1,31,7920,1
1,1,2,421,1270,UP;88;650;0;120;3,DOWN;null,LEFT;null,RIGHT;126;650;0;83;3,,1,RIGHT,,1,31,7920,1
1,1,2,433,1300,UP;null,DOWN;160;650;0;111;3,LEFT;null,RIGHT;112;650;0;71;11,,1,DOWN,,1,81,7920,1
1,1,2,469,1380,UP;null,DOWN;null,LEFT;99;650;0;131;15,RIGHT;104;650;0;75;39,,1,RIGHT,,1,1,7920,1
1,1,2,505,1380,UP;56;650;0;95;31,DOWN;null,LEFT;null,RIGHT;38;650;0;39;3,,1,UP,,1,21,7920,1
1,1,2,541,1400,UP;null,DOWN;null,LEFT;111;650;0;123;27,RIGHT;44;650;0;59;3,,1,RIGHT,,1,31,7920,1
1,1,2,553,1430,UP;20;650;0;71;3,DOWN;null,LEFT;null,RIGHT;50;650;0;47;3,,1,RIGHT,,1,31,7920,1
1,1,2,565,1460,UP;null,DOWN;110;650;0;51;3,LEFT;null,RIGHT;93;650;0;35;3,,1,RIGHT,,1,31,7920,1
1,1,2,577,1490,UP;50;650;0;91;3,DOWN;null,LEFT;null,RIGHT;114;650;0;23;3,,1,RIGHT,,1,171,7920,1
1,1,2,629,1660,UP;650;72;171;127;3,DOWN;null,LEFT;650;96;171;175;3,RIGHT;null,,1,UP,,1,51,7920,1
1,1,2,653,1710,UP;null,DOWN;null,LEFT;650;60;147;127;15,RIGHT;650;82;147;103;15,,1,LEFT,,1,1,7920,1
1,1,2,665,1710,UP;650;54;135;115;3,DOWN;null,LEFT;650;52;135;176;39,RIGHT;null,,1,UP,,1,31,7920,1
1,1,2,677,1740,UP;null,DOWN;null,LEFT;650;48;123;127;59,RIGHT;650;72;123;103;3,,1,LEFT,,1,1,7920,1
1,1,2,701,1740,UP;null,DOWN;null,LEFT;650;48;99;140;35,RIGHT;650;36;99;103;47,,1,RIGHT,,1,1,7920,1
1,1,2,725,1740,UP;650;24;75;79;23,DOWN;null,LEFT;null,RIGHT;650;50;75;103;35,,1,UP,,1,1,7920,1
1,1,2,737,1740,UP;650;18;63;67;11,DOWN;null,LEFT;650;108;63;128;51,RIGHT;650;38;63;67;23,,1,UP,,1,11,7920,1
1,1,2,749,1750,UP;null,DOWN;null,LEFT;650;12;51;79;3,RIGHT;650;54;51;55;3,,1,LEFT,,1,271,7920,1
1,1,2,777,2020,UP;null,DOWN;null,LEFT;650;105;23;120;3,RIGHT;650;36;23;51;3,,1,RIGHT,,1,31,7920,1
1,1,2,789,2050,UP;650;124;11;135;3,DOWN;null,LEFT;null,RIGHT;650;28;11;39;3,,1,UP,,1,151,7920,1
