
73,73,1,879,1060,UP;null,DOWN;81;156;63;152;3,LEFT;81;132;63;128;3,RIGHT;null,,73,DOWN,,73,20,1
73,73,1,891,1080,UP;null,DOWN;null,LEFT;61;150;51;140;15,RIGHT;105;161;51;151;15,,73,DOWN,,73,80,1
74,74,1,903,1080,UP;null,DOWN;85;216;39;200;3,LEFT;null,RIGHT;109;155;39;139;15,,74,DOWN,,74,80,1
77,77,1,1187,1160,UP;85;2147483647;0;175;51,DOWN;null,LEFT;null,RIGHT;129;2147483647;0;175;39,,77,LEFT,,77,0,1
77,77,1,1223,1160,UP;105;2147483647;0;163;3,DOWN;null,LEFT;null,RIGHT;105;2147483647;0;139;51,,77,LEFT,,77,0,1
77,77,3,9,30,UP;null,DOWN;2147483647;2147483647;0;107;3,LEFT;2147483647;2147483647;0;87;3,RIGHT;2147483647;2147483647;0;27;3,,77,LEFT,,77,60,1
78,78,3,21,60,UP;2147483647;2147483647;0;99;3,DOWN;null,LEFT;2147483647;2147483647;0;75;3,RIGHT;null,,78,LEFT,,78,60,1
79,79,3,33,90,UP;null,DOWN;2147483647;2147483647;0;83;3,LEFT;2147483647;2147483647;0;63;3,RIGHT;null,,79,LEFT,,79,60,1
80,80,3,45,120,UP;null,DOWN;52;2147483647;0;83;3,LEFT;76;2147483647;0;51;3,RIGHT;null,,80,LEFT,,80,60,1
81,81,3,57,150,UP;124;2147483647;0;99;3,DOWN;null,LEFT;52;2147483647;0;39;3,RIGHT;null,,81,LEFT,,81,60,1
82,82,3,69,180,UP;112;2147483647;0;35;3,DOWN;48;2147483647;0;107;3,LEFT;72;2147483647;0;27;3,RIGHT;null,,82,LEFT,,82,190,1
83,83,3,81,210,UP;null,DOWN;28;2147483647;0;72;3,LEFT;92;2147483647;0;15;3,RIGHT;null,,83,LEFT,,83,230,1
84,84,3,133,370,UP;null,DOWN;54;40;163;119;3,LEFT;78;44;163;84;15,RIGHT;78;38;163;87;15,,84,DOWN,,84,270,1
85,85,3,161,440,UP;null,DOWN;54;16;135;104;35,LEFT;null,RIGHT;120;26;135;91;3,,85,DOWN,,85,200,1
88,88,3,209,640,UP;null,DOWN;101;155;87;83;23,LEFT;null,RIGHT;54;70;87;95;35,,88,DOWN,,88,40,1
88,88,3,233,650,UP;null,DOWN;102;153;63;59;3,LEFT;78;129;63;59;3,RIGHT;null,,88,DOWN,,88,60,1
88,88,3,245,680,UP;null,DOWN;null,LEFT;112;137;51;47;3,RIGHT;40;148;51;83;3,,88,DOWN,,88,120,1
89,89,3,257,710,UP;null,DOWN;112;203;39;75;3,LEFT;null,RIGHT;16;142;39;71;11,,89,DOWN,,89,180,1
90,90,3,293,800,UP;null,DOWN;null,LEFT;78;166;3;39;3,RIGHT;102;186;3;75;3,,90,DOWN,,90,120,1
91,91,3,329,890,UP;102;2147483647;0;95;3,DOWN;null,LEFT;null,RIGHT;112;2147483647;0;39;3,,91,LEFT,,91,200,1
92,92,3,341,920,UP;88;2147483647;0;59;3,DOWN;null,LEFT;null,RIGHT;104;2147483647;0;27;3,,92,LEFT,,92,200,1
93,93,3,393,1090,UP;2147483647;86;175;91;3,DOWN;null,LEFT;2147483647;52;175;107;3,RIGHT;null,,93,DOWN,,93,80,1
94,94,3,405,1120,UP;null,DOWN;2147483647;38;163;111;3,LEFT;2147483647;48;163;95;3,RIGHT;null,,94,DOWN,,94,50,1
97,97,3,569,1170,UP;76;2147483647;0;91;3,DOWN;null,LEFT;79;2147483647;0;107;15,RIGHT;null,,97,LEFT,,97,30,1
97,97,3,581,1170,UP;null,DOWN;93;2147483647;0;111;39,LEFT;73;2147483647;0;95;3,RIGHT;null,,97,LEFT,,97,60,1
97,97,3,593,1200,UP;97;2147483647;0;115;3,DOWN;null,LEFT;49;2147483647;0;83;3,RIGHT;null,,97,LEFT,,97,30,1
100,100,2,3938,1230,UP;null,DOWN;98;2147483647;0;72;3,LEFT;58;2147483647;0;136;67,RIGHT;null,,100,LEFT,,100,0,1
100,100,2,3990,1230,UP;null,DOWN;84;2147483647;0;119;31,LEFT;58;2147483647;0;84;15,RIGHT;84;2147483647;0;87;15,,100,LEFT,,100,0,1
100,100,3,2,10,UP;null,DOWN;null,LEFT;2147483647;2147483647;0;27;3,RIGHT;2147483647;2147483647;0;87;3,,100,LEFT,,100,200,1
101,101,3,54,180,UP;100;2147483647;0;91;3,DOWN;null,LEFT;null,RIGHT;111;2147483647;0;107;3,,101,LEFT,,101,60,1
102,102,3,66,210,UP;null,DOWN;164;2147483647;0;111;3,LEFT;null,RIGHT;103;2147483647;0;95;3,,102,LEFT,,102,60,1
103,103,3,78,240,UP;83;2147483647;0;115;3,DOWN;null,LEFT;null,RIGHT;107;2147483647;0;83;3,,103,LEFT,,103,40,1
104,104,3,90,270,UP;null,DOWN;155;2147483647;0;111;3,LEFT;null,RIGHT;83;2147483647;0;71;11,,104,LEFT,,104,40,1
105,105,3,102,280,UP;null,DOWN;111;2147483647;0;75;3,LEFT;null,RIGHT;63;2147483647;0;59;3,,105,LEFT,,105,60,1
106,106,3,114,310,UP;59;2147483647;0;71;3,DOWN;null,LEFT;null,RIGHT;59;2147483647;0;47;3,,106,LEFT,,106,60,1
107,107,3,126,340,UP;null,DOWN;99;2147483647;0;51;3,LEFT;null,RIGHT;35;2147483647;0;35;3,,107,LEFT,,107,200,1
108,108,3,138,370,UP;11;2147483647;0;91;3,DOWN;null,LEFT;null,RIGHT;99;2147483647;0;23;3,,108,LEFT,,108,200,1
109,109,3,190,540,UP;2147483647;39;171;127;3,DOWN;null,LEFT;2147483647;87;171;175;3,RIGHT;null,,109,DOWN,,109,120,1
110,110,3,202,570,UP;2147483647;81;159;163;3,DOWN;null,LEFT;2147483647;105;159;175;3,RIGHT;null,,110,DOWN,,110,110,1
111,111,3,238,660,UP;2147483647;67;123;163;3,DOWN;null,LEFT;2147483647;67;123;139;3,RIGHT;null,,111,DOWN,,111,20,1
113,113,3,302,680,UP;2147483647;27;59;91;3,DOWN;null,LEFT;null,RIGHT;2147483647;75;59;139;15,,113,DOWN,,113,50,1
114,114,3,314,680,UP;null,DOWN;2147483647;109;47;167;3,LEFT;null,RIGHT;2147483647;69;47;127;15,,114,DOWN,,114,50,1
116,116,3,646,730,UP;65;2147483647;0;127;3,DOWN;null,LEFT;null,RIGHT;21;2147483647;0;143;55,,116,LEFT,,116,40,1
116,116,2,657,740,UP;null,DOWN;2147483647;2147483647;0;72;3,LEFT;2147483647;2147483647;0;47;3,RIGHT;null,,116,LEFT,,116,60,1
116,116,2,669,770,UP;2147483647;2147483647;0;35;3,DOWN;2147483647;2147483647;0;107;3,LEFT;2147483647;2147483647;0;87;3,RIGHT;null,,116,LEFT,,116,60,1
117,117,2,681,800,UP;2147483647;2147483647;0;99;3,DOWN;null,LEFT;2147483647;2147483647;0;75;3,RIGHT;null,,117,LEFT,,117,60,1
118,118,2,693,830,UP;null,DOWN;2147483647;2147483647;0;83;3,LEFT;2147483647;2147483647;0;63;3,RIGHT;null,,118,LEFT,,118,60,1
119,119,2,705,860,UP;null,DOWN;47;2147483647;0;83;3,LEFT;71;2147483647;0;51;3,RIGHT;null,,119,LEFT,,119,60,1
120,120,2,717,890,UP;127;2147483647;0;99;3,DOWN;null,LEFT;55;2147483647;0;39;3,RIGHT;null,,120,LEFT,,120,60,1
121,121,2,729,920,UP;87;2147483647;0;35;3,DOWN;55;2147483647;0;107;3,LEFT;47;2147483647;0;27;3,RIGHT;null,,121,LEFT,,121,190,1
122,122,2,741,950,UP;null,DOWN;63;2147483647;0;72;3,LEFT;103;2147483647;0;15;3,RIGHT;null,,122,LEFT,,122,230,1
123,123,2,793,1110,UP;null,DOWN;2147483647;55;163;119;3,LEFT;2147483647;39;163;84;15,RIGHT;2147483647;75;163;87;15,,123,DOWN,,123,70,1
126,126,2,869,1180,UP;null,DOWN;2147483647;121;87;152;23,LEFT;null,RIGHT;2147483647;65;87;115;35,,126,DOWN,,126,30,1
126,126,2,893,1190,UP;null,DOWN;2147483647;133;63;152;3,LEFT;2147483647;109;63;128;3,RIGHT;null,,126,DOWN,,126,20,1
126,126,2,905,1210,UP;null,DOWN;null,LEFT;2147483647;127;51;140;27,RIGHT;2147483647;139;51;151;15,,126,DOWN,,126,80,1
127,127,2,917,1210,UP;null,DOWN;2147483647;193;39;200;3,LEFT;null,RIGHT;2147483647;133;39;139;15,,127,DOWN,,127,80,1
130,130,2,1137,1290,UP;54;2147483647;0;116;3,DOWN;null,LEFT;80;2147483647;0;204;91,RIGHT;null,,130,LEFT,,130,40,1
130,130,1,1186,1300,UP;2147483647;2147483647;0;31;3,DOWN;2147483647;2147483647;0;103;3,LEFT;null,RIGHT;null,,130,LEFT,,130,30,1
132,132,1,1274,1330,UP;108;2147483647;0;124;55,DOWN;95;2147483647;0;119;31,LEFT;68;2147483647;0;84;15,RIGHT;null,,132,LEFT,,132,0,1
132,132,1,1286,1330,UP;null,DOWN;44;2147483647;0;72;3,LEFT;108;2147483647;0;136;67,RIGHT;null,,132,LEFT,,132,0,1
132,132,3,20,50,UP;null,DOWN;2147483647;2147483647;0;79;35,LEFT;2147483647;2147483647;0;79;3,RIGHT;null,,132,LEFT,,132,100,1
133,133,3,48,120,UP;null,DOWN;null,LEFT;61;2147483647;0;63;3,RIGHT;89;2147483647;0;51;3,,133,LEFT,,133,60,1
134,134,3,60,150,UP;null,DOWN;57;2147483647;0;83;3,LEFT;81;2147483647;0;51;3,RIGHT;null,,134,LEFT,,134,180,1
135,135,3,72,180,UP;137;2147483647;0;99;3,DOWN;null,LEFT;61;2147483647;0;39;3,RIGHT;null,,135,UP,,135,180,1
136,136,3,132,330,UP;null,DOWN;null,LEFT;17;2147483647;0;75;3,RIGHT;61;2147483647;0;39;3,,136,LEFT,,136,30,1
138,138,2,193,360,UP;15;2147483647;0;79;35,DOWN;103;2147483647;0;107;47,LEFT;null,RIGHT;null,,138,LEFT,,138,40,1
139,139,1,202,370,UP;null,DOWN;2147483647;2147483647;0;83;3,LEFT;null,RIGHT;2147483647;2147483647;0;56;24,,139,LEFT,,139,30,1
139,139,1,214,400,UP;null,DOWN;2147483647;2147483647;0;71;3,LEFT;2147483647;2147483647;0;91;55,RIGHT;null,,139,LEFT,,139,0,1
140,140,1,238,400,UP;2147483647;2147483647;0;67;31,DOWN;2147483647;2147483647;0;95;51,LEFT;2147483647;2147483647;0;103;47,RIGHT;null,,140,LEFT,,140,0,1
141,141,3,21,60,UP;null,DOWN;2147483647;2147483647;0;107;3,LEFT;2147483647;2147483647;0;87;3,RIGHT;2147483647;2147483647;0;27;3,,141,LEFT,,141,60,1
142,142,3,33,90,UP;2147483647;2147483647;0;99;3,DOWN;null,LEFT;2147483647;2147483647;0;75;3,RIGHT;null,,142,LEFT,,142,60,1
143,143,3,45,120,UP;null,DOWN;62;2147483647;0;83;3,LEFT;64;2147483647;0;63;3,RIGHT;null,,143,LEFT,,143,60,1
144,144,3,57,150,UP;null,DOWN;40;2147483647;0;83;3,LEFT;64;2147483647;0;51;3,RIGHT;null,,144,LEFT,,144,170,1
145,145,3,69,180,UP;132;2147483647;0;99;3,DOWN;null,LEFT;60;2147483647;0;39;3,RIGHT;null,,145,UP,,145,140,1
148,148,2,283,320,UP;138;2147483647;0;99;75,DOWN;null,LEFT;42;2147483647;0;39;3,RIGHT;null,,148,UP,,148,20,1
149,149,1,435,340,UP;110;2147483647;0;67;11,DOWN;102;2147483647;0;95;51,LEFT;102;2147483647;0;67;23,RIGHT;null,,149,LEFT,,149,40,1
149,149,1,459,350,UP;96;2147483647;0;43;3,DOWN;88;2147483647;0;71;3,LEFT;null,RIGHT;null,,149,LEFT,,149,40,1
149,149,1,471,380,UP;96;2147483647;0;31;3,DOWN;null,LEFT;114;2147483647;0;56;24,RIGHT;null,,149,LEFT,,149,50,1
150,150,1,496,390,UP;102;2147483647;0;31;3,DOWN;110;2147483647;0;83;3,LEFT;null,RIGHT;null,,150,LEFT,,150,60,1
151,151,1,512,430,UP;null,DOWN;null,LEFT;70;2147483647;0;47;3,RIGHT;70;2147483647;0;15;3,,151,LEFT,,151,20,1
152,152,1,524,450,UP;56;2147483647;0;35;23,DOWN;86;2147483647;0;107;3,LEFT;86;2147483647;0;87;27,RIGHT;null,,152,LEFT,,152,0,1
155,155,2,109,0,UP;13;2147483647;0;79;23,DOWN;null,LEFT;81;2147483647;0;83;35,RIGHT;null,,155,LEFT,,155,20,1
155,155,2,145,10,UP;9;2147483647;0;67;3,DOWN;105;2147483647;0;47;3,LEFT;111;2147483647;0;72;24,RIGHT;null,,155,LEFT,,155,40,1
155,155,2,170,20,UP;4;2147483647;0;67;3,DOWN;100;2147483647;0;47;3,LEFT;90;2147483647;0;115;59,RIGHT;null,,155,LEFT,,155,60,1
156,156,1,203,50,UP;2147483647;2147483647;0;35;3,DOWN;2147483647;2147483647;0;107;3,LEFT;2147483647;2147483647;0;87;3,RIGHT;null,,156,LEFT,,156,60,1
157,157,1,215,80,UP;2147483647;2147483647;0;99;3,DOWN;null,LEFT;2147483647;2147483647;0;75;3,RIGHT;null,,157,LEFT,,157,60,1
158,158,1,227,110,UP;null,DOWN;2147483647;2147483647;0;83;3,LEFT;2147483647;2147483647;0;63;3,RIGHT;null,,158,LEFT,,158,60,1
159,159,1,239,140,UP;null,DOWN;65;2147483647;0;83;3,LEFT;89;2147483647;0;51;3,RIGHT;null,,159,LEFT,,159,60,1
160,160,1,251,170,UP;129;2147483647;0;99;3,DOWN;null,LEFT;69;2147483647;0;39;3,RIGHT;null,,160,LEFT,,160,60,1
161,161,1,263,200,UP;109;2147483647;0;35;3,DOWN;45;2147483647;0;107;3,LEFT;69;2147483647;0;27;3,RIGHT;null,,161,LEFT,,161,190,1
162,162,1,275,230,UP;null,DOWN;45;2147483647;0;72;3,LEFT;97;2147483647;0;15;3,RIGHT;null,,162,LEFT,,162,230,1
163,163,1,327,390,UP;null,DOWN;57;41;163;119;3,LEFT;45;61;163;84;15,RIGHT;81;65;163;87;15,,163,DOWN,,163,70,1
166,166,1,403,460,UP;null,DOWN;133;132;87;83;23,LEFT;null,RIGHT;133;47;87;95;35,,166,DOWN,,166,40,1
166,166,1,427,470,UP;null,DOWN;133;131;63;59;3,LEFT;109;120;63;59;3,RIGHT;null,,166,DOWN,,166,60,1
166,166,1,439,500,UP;null,DOWN;null,LEFT;109;138;51;47;3,RIGHT;133;125;51;83;3,,166,DOWN,,166,120,1
167,167,1,451,530,UP;null,DOWN;157;191;39;75;3,LEFT;null,RIGHT;109;119;39;71;11,,167,DOWN,,167,180,1
168,168,1,487,620,UP;null,DOWN;null,LEFT;85;154;3;39;3,RIGHT;133;165;3;75;3,,168,DOWN,,168,120,1
169,169,1,523,710,UP;61;2147483647;0;95;3,DOWN;null,LEFT;null,RIGHT;85;2147483647;0;39;3,,169,LEFT,,169,200,1
170,170,1,535,740,UP;61;2147483647;0;59;3,DOWN;null,LEFT;null,RIGHT;101;2147483647;0;27;3,,170,LEFT,,170,200,1
171,171,1,587,910,UP;2147483647;64;175;91;3,DOWN;null,LEFT;2147483647;59;175;107;3,RIGHT;null,,171,DOWN,,171,80,1
172,172,1,599,940,UP;null,DOWN;2147483647;89;163;111;3,LEFT;2147483647;41;163;95;3,RIGHT;null,,172,DOWN,,172,50,1
175,175,1,763,990,UP;85;2147483647;0;91;3,DOWN;null,LEFT;109;2147483647;0;107;15,RIGHT;null,,175,LEFT,,175,30,1
175,175,1,775,990,UP;null,DOWN;149;2147483647;0;111;39,LEFT;85;2147483647;0;95;3,RIGHT;null,,175,LEFT,,175,60,1
175,175,1,787,1020,UP;61;2147483647;0;115;3,DOWN;null,LEFT;109;2147483647;0;83;3,RIGHT;null,,175,LEFT,,175,30,1
177,177,1,811,1050,UP;null,DOWN;133;2147483647;0;75;39,LEFT;61;2147483647;0;59;15,RIGHT;null,,177,LEFT,,177,30,1
178,178,1,823,1050,UP;57;2147483647;0;71;15,DOWN;null,LEFT;105;2147483647;0;47;3,RIGHT;null,,178,LEFT,,178,60,1
178,178,1,835,1080,UP;null,DOWN;109;2147483647;0;51;3,LEFT;45;2147483647;0;35;3,RIGHT;null,,178,LEFT,,178,200,1
179,179,1,847,1110,UP;21;2147483647;0;95;3,DOWN;null,LEFT;109;2147483647;0;23;3,RIGHT;null,,179,LEFT,,179,190,1
180,180,1,899,1280,UP;2147483647;49;171;152;3,DOWN;null,LEFT;null,RIGHT;2147483647;65;171;187;3,,180,DOWN,,180,20,1
183,183,1,1283,1300,UP;103;2147483647;0;163;3,DOWN;null,LEFT;null,RIGHT;127;2147483647;0;139;51,,183,LEFT,,183,0,1
