
56,56,2,3190,699,7,UP;null,DOWN;null,RIGHT;132;2147483647;2147483647;20,LEFT;107;2147483647;2147483647;20,,56,LEFT,,56,190,1
57,57,2,3200,705,1,UP;143;2147483647;2147483647;20,DOWN;47;2147483647;2147483647;20,RIGHT;null,LEFT;47;2147483647;2147483647;20,,57,DOWN,,57,230,1
58,58,2,3670,890,97,UP;null,DOWN;null,RIGHT;102;27;15;2147483647,LEFT;90;27;15;2147483647,,58,LEFT,,58,20,1
60,60,2,3690,912,75,UP;75;2147483647;2147483647;48,DOWN;51;2147483647;2147483647;48,RIGHT;null,LEFT;null,,60,DOWN,,60,0,1
64,64,2,3690,936,51,UP;null,DOWN;3;2147483647;2147483647;45,RIGHT;3;2147483647;2147483647;45,LEFT;119;2147483647;2147483647;45,,64,RIGHT,,64,5,1
65,65,1,3690,976,86,UP;null,DOWN;null,RIGHT;28;2147483647;2147483647;-1,LEFT;105;2147483647;2147483647;-1,,65,RIGHT,,65,40,1
61,61,2,3690,920,67,UP;83;2147483647;2147483647;36,DOWN;null,RIGHT;83;2147483647;2147483647;36,LEFT;107;2147483647;2147483647;36,,61,RIGHT,,61,30,1
66,66,1,3700,994,68,UP;28;2147483647;2147483647;-1,DOWN;28;2147483647;2147483647;-1,RIGHT;28;2147483647;2147483647;-1,LEFT;null,,66,DOWN,,66,90,1
62,62,2,3690,932,55,UP;null,DOWN;59;2147483647;2147483647;48,RIGHT;59;2147483647;2147483647;48,LEFT;null,,62,DOWN,,62,55,1
59,59,2,3690,908,79,UP;54;2147483647;2147483647;56,DOWN;54;2147483647;2147483647;56,RIGHT;null,LEFT;54;2147483647;2147483647;56,,59,LEFT,,59,55,1
67,67,1,3700,996,66,UP;null,DOWN;null,RIGHT;48;2147483647;2147483647;-1,LEFT;97;2147483647;2147483647;-1,,67,LEFT,,67,110,1
68,68,1,3730,1006,56,UP;null,DOWN;44;2147483647;2147483647;-1,RIGHT;44;2147483647;2147483647;-1,LEFT;null,,68,DOWN,,68,120,1
63,63,2,3690,932,55,UP;80;2147483647;2147483647;53,DOWN;42;2147483647;2147483647;53,RIGHT;null,LEFT;null,,63,DOWN,,63,80,1
70,70,1,3750,1016,46,UP;null,DOWN;null,RIGHT;68;2147483647;2147483647;-1,LEFT;93;2147483647;2147483647;-1,,70,RIGHT,,70,110,1
72,72,1,3800,1034,28,UP;68;2147483647;2147483647;-1,DOWN;68;2147483647;2147483647;-1,RIGHT;68;2147483647;2147483647;-1,LEFT;null,,72,RIGHT,,72,120,1
71,71,1,3790,1030,32,UP;null,DOWN;52;2147483647;2147483647;-1,RIGHT;null,LEFT;52;2147483647;2147483647;-1,,71,DOWN,,71,150,1
73,73,1,3800,1036,26,UP;null,DOWN;null,RIGHT;88;2147483647;2147483647;20,LEFT;113;2147483647;2147483647;20,,73,RIGHT,,73,140,1
77,77,1,3860,1058,4,UP;116;2147483647;2147483647;20,DOWN;68;2147483647;2147483647;20,RIGHT;null,LEFT;null,,77,DOWN,,77,120,1
75,75,1,3850,1054,8,UP;null,DOWN;52;2147483647;2147483647;60,RIGHT;52;2147483647;2147483647;60,LEFT;null,,75,RIGHT,,75,150,1
69,69,1,3750,1014,48,UP;73;2147483647;2147483647;-1,DOWN;73;2147483647;2147483647;-1,RIGHT;null,LEFT;73;2147483647;2147483647;-1,,69,LEFT,,69,270,1
74,74,1,3810,1038,24,UP;97;2147483647;2147483647;44,DOWN;73;2147483647;2147483647;44,RIGHT;null,LEFT;null,,74,DOWN,,74,270,1
76,76,1,3850,1054,8,UP;88;2147483647;2147483647;20,DOWN;88;2147483647;2147483647;20,RIGHT;88;2147483647;2147483647;20,LEFT;null,,76,RIGHT,,76,270,1
78,78,1,4420,1189,2147483647,UP;null,DOWN;null,RIGHT;153;40;72;2147483647,LEFT;159;40;72;2147483647,,78,LEFT,,78,50,1
79,79,1,4450,1207,2147483647,UP;123;31;54;2147483647,DOWN;123;31;54;2147483647,RIGHT;null,LEFT;123;31;54;2147483647,,79,DOWN,,79,20,1
80,80,1,4470,1219,2147483647,UP;null,DOWN;99;25;42;2147483647,RIGHT;null,LEFT;99;25;42;2147483647,,80,LEFT,,80,20,1
81,81,1,4470,1255,2147483647,UP;99;7;6;2147483647,DOWN;45;7;6;2147483647,RIGHT;null,LEFT;45;7;6;2147483647,,81,DOWN,,81,20,1
83,83,1,4490,1271,2147483647,UP;123;2147483647;2147483647;40,DOWN;null,RIGHT;123;2147483647;2147483647;40,LEFT;null,,83,RIGHT,,83,0,1
82,82,1,4490,1267,2147483647,UP;null,DOWN;27;2147483647;2147483647;28,RIGHT;27;2147483647;2147483647;28,LEFT;null,,82,RIGHT,,82,0,1
85,85,1,4490,1283,2147483647,UP;123;2147483647;2147483647;24,DOWN;99;2147483647;2147483647;24,RIGHT;99;2147483647;2147483647;24,LEFT;null,,85,DOWN,,85,0,1
86,86,1,4490,1291,2147483647,UP;null,DOWN;21;2147483647;2147483647;68,RIGHT;21;2147483647;2147483647;68,LEFT;null,,86,RIGHT,,86,0,1
88,88,1,4490,1307,2147483647,UP;null,DOWN;77;2147483647;2147483647;24,RIGHT;77;2147483647;2147483647;24,LEFT;77;2147483647;2147483647;24,,88,RIGHT,,88,20,1
84,84,1,4490,1275,2147483647,UP;79;2147483647;2147483647;44,DOWN;null,RIGHT;65;2147483647;2147483647;44,LEFT;null,,84,RIGHT,,84,20,1
89,89,1,4490,1311,2147483647,UP;null,DOWN;53;2147483647;2147483647;32,RIGHT;null,LEFT;53;2147483647;2147483647;32,,89,DOWN,,89,50,1
91,91,1,4490,1319,2147483647,UP;null,DOWN;99;2147483647;2147483647;48,RIGHT;99;2147483647;2147483647;48,LEFT;null,,91,DOWN,,91,50,1
87,87,1,4490,1299,2147483647,UP;79;2147483647;2147483647;52,DOWN;41;2147483647;2147483647;52,RIGHT;41;2147483647;2147483647;52,LEFT;null,,87,RIGHT,,87,50,1
90,90,1,4490,1315,2147483647,UP;null,DOWN;null,RIGHT;21;2147483647;2147483647;52,LEFT;99;2147483647;2147483647;52,,90,RIGHT,,90,60,1
93,93,1,4490,1327,2147483647,UP;null,DOWN;21;2147483647;2147483647;40,RIGHT;21;2147483647;2147483647;40,LEFT;null,,93,DOWN,,93,60,1
92,92,1,4490,1323,2147483647,UP;null,DOWN;53;2147483647;2147483647;12,RIGHT;53;2147483647;2147483647;12,LEFT;53;2147483647;2147483647;12,,92,RIGHT,,92,60,1
94,94,1,4510,1335,2147483647,UP;null,DOWN;67;2147483647;2147483647;24,RIGHT;67;2147483647;2147483647;24,LEFT;null,,94,DOWN,,94,40,1
99,99,1,4550,1351,2147483647,UP;null,DOWN;21;2147483647;2147483647;52,RIGHT;21;2147483647;2147483647;52,LEFT;null,,99,DOWN,,99,0,1
96,96,1,4540,1347,2147483647,UP;91;2147483647;2147483647;0,DOWN;43;2147483647;2147483647;0,RIGHT;null,LEFT;null,,96,DOWN,,96,10,1
97,97,1,4540,1347,2147483647,UP;null,DOWN;43;2147483647;2147483647;0,RIGHT;null,LEFT;43;2147483647;2147483647;0,,97,DOWN,,97,10,1
95,95,1,4510,1335,2147483647,UP;79;2147483647;2147483647;12,DOWN;65;2147483647;2147483647;12,RIGHT;65;2147483647;2147483647;12,LEFT;null,,95,DOWN,,95,40,1
101,101,1,4550,1371,2147483647,UP;null,DOWN;29;2147483647;2147483647;0,RIGHT;29;2147483647;2147483647;0,LEFT;29;2147483647;2147483647;0,,101,DOWN,,101,0,1
102,102,1,4550,1371,2147483647,UP;null,DOWN;29;2147483647;2147483647;0,RIGHT;29;2147483647;2147483647;0,LEFT;29;2147483647;2147483647;0,,102,DOWN,,102,0,1
98,98,1,4540,1347,2147483647,UP;null,DOWN;55;2147483647;2147483647;36,RIGHT;55;2147483647;2147483647;36,LEFT;null,,98,RIGHT,,98,10,1
100,100,1,4550,1363,2147483647,UP;null,DOWN;null,RIGHT;27;2147483647;2147483647;56,LEFT;45;2147483647;2147483647;56,,100,RIGHT,,100,0,1
106,106,1,4550,1383,2147483647,UP;137;2147483647;2147483647;12,DOWN;41;2147483647;2147483647;12,RIGHT;41;2147483647;2147483647;12,LEFT;null,,106,DOWN,,106,0,1
103,103,1,4550,1375,2147483647,UP;null,DOWN;21;2147483647;2147483647;32,RIGHT;21;2147483647;2147483647;32,LEFT;null,,103,DOWN,,103,0,1
110,110,1,4550,1399,2147483647,UP;null,DOWN;null,RIGHT;19;2147483647;2147483647;40,LEFT;69;2147483647;2147483647;40,,110,RIGHT,,110,0,1
105,105,1,4550,1383,2147483647,UP;null,DOWN;29;2147483647;2147483647;0,RIGHT;null,LEFT;29;2147483647;2147483647;0,,105,DOWN,,105,0,1
108,108,1,4550,1395,2147483647,UP;null,DOWN;null,RIGHT;29;2147483647;2147483647;0,LEFT;59;2147483647;2147483647;0,,108,RIGHT,,108,0,1
104,104,1,4550,1383,2147483647,UP;null,DOWN;29;2147483647;2147483647;0,RIGHT;null,LEFT;29;2147483647;2147483647;0,,104,DOWN,,104,0,1
107,107,1,4550,1395,2147483647,UP;null,DOWN;null,RIGHT;29;2147483647;2147483647;0,LEFT;59;2147483647;2147483647;0,,107,RIGHT,,107,0,1
109,109,1,4550,1395,2147483647,UP;null,DOWN;41;2147483647;2147483647;12,RIGHT;null,LEFT;41;2147483647;2147483647;12,,109,DOWN,,109,0,1
111,111,1,4550,1407,2147483647,UP;null,DOWN;null,RIGHT;41;2147483647;2147483647;12,LEFT;47;2147483647;2147483647;12,,111,RIGHT,,111,0,1
112,112,3,100,40,56,UP;null,DOWN;null,RIGHT;154;2147483647;2147483647;-1,LEFT;158;2147483647;2147483647;-1,,112,RIGHT,,112,100,1
113,113,3,140,58,38,UP;118;2147483647;2147483647;-1,DOWN;118;2147483647;2147483647;-1,RIGHT;118;2147483647;2147483647;-1,LEFT;null,,113,RIGHT,,113,200,1
114,114,3,150,60,36,UP;null,DOWN;null,RIGHT;134;2147483647;2147483647;-1,LEFT;146;2147483647;2147483647;-1,,114,RIGHT,,114,210,1
118,118,3,290,100,112,UP;null,DOWN;null,RIGHT;110;12;195;2147483647,LEFT;135;12;195;2147483647,,118,RIGHT,,118,100,1
115,115,3,190,78,18,UP;114;2147483647;2147483647;-1,DOWN;114;2147483647;2147483647;-1,RIGHT;114;2147483647;2147483647;-1,LEFT;null,,115,RIGHT,,115,230,1
119,119,3,330,118,94,UP;74;5;177;2147483647,DOWN;74;5;177;2147483647,RIGHT;74;5;177;2147483647,LEFT;null,,119,RIGHT,,119,90,1
117,117,3,200,82,14,UP;134;2147483647;2147483647;-1,DOWN;86;2147483647;2147483647;-1,RIGHT;null,LEFT;null,,117,DOWN,,117,260,1
120,120,3,390,142,70,UP;74;11;153;2147483647,DOWN;26;11;153;2147483647,RIGHT;null,LEFT;null,,120,UP,,120,70,1
121,121,3,420,154,58,UP;96;29;141;2147483647,DOWN;null,RIGHT;26;29;141;2147483647,LEFT;null,,121,DOWN,,121,40,1
116,116,3,200,80,16,UP;null,DOWN;null,RIGHT;130;2147483647;2147483647;-1,LEFT;150;2147483647;2147483647;-1,,116,RIGHT,,116,260,1
122,122,3,460,170,46,UP;null,DOWN;null,RIGHT;30;31;125;2147483647,LEFT;30;31;125;2147483647,,122,LEFT,,122,0,1
123,123,3,460,182,58,UP;54;13;113;2147483647,DOWN;50;13;113;2147483647,RIGHT;null,LEFT;50;13;113;2147483647,,123,LEFT,,123,10,1
124,124,3,460,194,66,UP;50;19;101;2147483647,DOWN;null,RIGHT;null,LEFT;50;19;101;2147483647,,124,LEFT,,124,240,1
125,125,3,470,206,54,UP;null,DOWN;30;25;89;2147483647,RIGHT;null,LEFT;30;25;89;2147483647,,125,LEFT,,125,260,1
128,128,3,780,251,47,UP;null,DOWN;null,RIGHT;63;60;44;91,LEFT;75;60;44;91,,128,RIGHT,,128,80,1
126,126,3,700,218,42,UP;null,DOWN;50;11;77;-1,RIGHT;null,LEFT;98;11;77;-1,,126,LEFT,,126,180,1
127,127,3,730,230,30,UP;50;17;65;-1,DOWN;null,RIGHT;null,LEFT;74;17;65;-1,,127,UP,,127,180,1
129,129,3,830,269,51,UP;53;33;26;73,DOWN;77;33;26;73,RIGHT;53;33;26;73,LEFT;null,,129,UP,,129,100,1
131,131,3,880,290,30,UP;null,DOWN;null,RIGHT;70;47;5;31,LEFT;46;47;5;31,,131,LEFT,,131,60,1
130,130,3,860,281,39,UP;null,DOWN;null,RIGHT;77;39;14;49,LEFT;53;39;14;49,,130,RIGHT,,130,100,1
132,132,3,910,302,26,UP;null,DOWN;46;2147483647;2147483647;31,RIGHT;null,LEFT;46;2147483647;2147483647;31,,132,LEFT,,132,60,1
134,134,3,940,314,14,UP;null,DOWN;46;2147483647;2147483647;31,RIGHT;null,LEFT;46;2147483647;2147483647;31,,134,LEFT,,134,80,1
133,133,3,930,309,19,UP;77;2147483647;2147483647;31,DOWN;null,RIGHT;98;2147483647;2147483647;31,LEFT;77;2147483647;2147483647;31,,133,LEFT,,133,110,1
135,135,3,940,315,13,UP;99;2147483647;2147483647;46,DOWN;99;2147483647;2147483647;46,RIGHT;null,LEFT;99;2147483647;2147483647;46,,135,UP,,135,130,1
138,138,3,970,327,1,UP;null,DOWN;null,RIGHT;106;2147483647;2147483647;34,LEFT;93;2147483647;2147483647;34,,138,RIGHT,,138,120,1
136,136,3,960,321,7,UP;77;2147483647;2147483647;18,DOWN;null,RIGHT;null,LEFT;77;2147483647;2147483647;18,,136,LEFT,,136,1660,1
137,137,3,970,326,2,UP;42;2147483647;2147483647;31,DOWN;null,RIGHT;null,LEFT;42;2147483647;2147483647;31,,137,LEFT,,137,1650,1
139,139,3,2620,424,44,UP;null,DOWN;null,RIGHT;74;55;103;-1,LEFT;86;55;103;-1,,139,RIGHT,,139,30,1
140,140,3,2620,436,32,UP;null,DOWN;null,RIGHT;62;59;91;-1,LEFT;90;59;91;-1,,140,RIGHT,,140,60,1
142,142,3,2620,443,31,UP;null,DOWN;null,RIGHT;61;55;84;7,LEFT;97;55;84;7,,142,RIGHT,,142,80,1
145,145,3,2670,461,15,UP;61;56;66;7,DOWN;83;56;66;7,RIGHT;61;56;66;7,LEFT;null,,145,UP,,145,80,1
143,143,3,2650,454,22,UP;54;52;73;7,DOWN;78;52;73;7,RIGHT;54;52;73;7,LEFT;null,,143,UP,,143,140,1
147,147,3,2700,473,3,UP;null,DOWN;null,RIGHT;59;70;54;7,LEFT;83;70;54;7,,147,RIGHT,,147,110,1
146,146,3,2680,466,10,UP;null,DOWN;null,RIGHT;54;70;61;7,LEFT;78;70;61;7,,146,RIGHT,,146,130,1
141,141,3,2620,442,30,UP;42;46;85;-1,DOWN;66;46;85;-1,RIGHT;42;46;85;-1,LEFT;null,,141,UP,,141,190,1
144,144,3,2650,454,22,UP;null,DOWN;null,RIGHT;42;64;73;12,LEFT;66;64;73;12,,144,RIGHT,,144,160,1
148,148,3,4240,583,106,UP;null,DOWN;null,RIGHT;57;86;92;-1,LEFT;76;86;92;-1,,148,LEFT,,148,60,1
150,150,3,4250,607,82,UP;null,DOWN;null,RIGHT;81;82;68;-1,LEFT;52;82;68;-1,,150,LEFT,,150,80,1
149,149,3,4240,601,88,UP;40;61;74;-1,DOWN;40;61;74;-1,RIGHT;null,LEFT;40;61;74;-1,,149,LEFT,,149,90,1
153,153,3,4300,625,64,UP;88;49;50;24,DOWN;8;49;50;24,RIGHT;null,LEFT;null,,153,UP,,153,70,1
152,152,3,4300,625,64,UP;32;73;50;22,DOWN;32;73;50;22,RIGHT;null,LEFT;32;73;50;22,,152,DOWN,,152,90,1
151,151,3,4290,621,68,UP;null,DOWN;null,RIGHT;95;89;54;14,LEFT;46;89;54;14,,151,RIGHT,,151,100,1
155,155,3,4330,637,52,UP;90;67;38;48,DOWN;null,RIGHT;null,LEFT;32;67;38;48,,155,UP,,155,70,1
154,154,3,4330,637,52,UP;null,DOWN;40;67;38;46,RIGHT;null,LEFT;40;67;38;46,,154,DOWN,,154,120,1
156,156,3,4330,639,50,UP;75;100;36;50,DOWN;75;100;36;50,RIGHT;75;100;36;50,LEFT;null,,156,RIGHT,,156,120,1
159,159,3,4390,663,26,UP;95;93;12;63,DOWN;71;93;12;63,RIGHT;null,LEFT;null,,159,DOWN,,159,110,1
158,158,3,4390,661,28,UP;null,DOWN;56;55;14;70,RIGHT;56;55;14;70,LEFT;null,,158,DOWN,,158,120,1
157,157,3,4370,653,36,UP;null,DOWN;null,RIGHT;64;91;22;63,LEFT;64;91;22;63,,157,RIGHT,,157,240,1
161,161,3,4450,685,4,UP;null,DOWN;56;2147483647;2147483647;48,RIGHT;null,LEFT;56;2147483647;2147483647;48,,161,DOWN,,161,380,1
160,160,3,4400,665,24,UP;88;109;10;67,DOWN;88;109;10;67,RIGHT;112;109;10;67,LEFT;null,,160,UP,,160,470,1
163,163,3,4450,687,2,UP;null,DOWN;71;2147483647;2147483647;63,RIGHT;71;2147483647;2147483647;63,LEFT;130;2147483647;2147483647;63,,163,RIGHT,,163,430,1
162,162,3,4450,685,4,UP;null,DOWN;null,RIGHT;56;2147483647;2147483647;48,LEFT;32;2147483647;2147483647;48,,162,LEFT,,162,440,1
164,164,3,4890,776,2147483647,UP;null,DOWN;null,RIGHT;79;22;112;2147483647,LEFT;67;22;112;2147483647,,164,RIGHT,,164,0,1
165,165,3,4890,794,2147483647,UP;77;5;94;2147483647,DOWN;43;5;94;2147483647,RIGHT;43;5;94;2147483647,LEFT;null,,165,DOWN,,165,10,1
167,167,2,4900,854,2147483647,UP;null,DOWN;null,RIGHT;120;2147483647;2147483647;-1,LEFT;96;2147483647;2147483647;-1,,167,LEFT,,167,40,1
166,166,3,4890,806,2147483647,UP;null,DOWN;19;23;82;2147483647,RIGHT;19;23;82;2147483647,LEFT;null,,166,DOWN,,166,35,1
168,168,2,4910,872,2147483647,UP;96;2147483647;2147483647;-1,DOWN;72;2147483647;2147483647;-1,RIGHT;null,LEFT;72;2147483647;2147483647;-1,,168,DOWN,,168,70,1
169,169,2,4910,874,2147483647,UP;null,DOWN;null,RIGHT;104;2147483647;2147483647;-1,LEFT;92;2147483647;2147483647;-1,,169,RIGHT,,169,70,1
170,170,2,4940,884,2147483647,UP;null,DOWN;72;2147483647;2147483647;-1,RIGHT;null,LEFT;72;2147483647;2147483647;-1,,170,DOWN,,170,40,1
172,172,2,4960,894,2147483647,UP;null,DOWN;null,RIGHT;124;2147483647;2147483647;-1,LEFT;112;2147483647;2147483647;-1,,172,LEFT,,172,30,1
171,171,2,4960,892,2147483647,UP;128;2147483647;2147483647;-1,DOWN;104;2147483647;2147483647;-1,RIGHT;104;2147483647;2147483647;-1,LEFT;null,,171,RIGHT,,171,40,1
173,173,2,4980,908,2147483647,UP;null,DOWN;72;2147483647;2147483647;-1,RIGHT;72;2147483647;2147483647;-1,LEFT;null,,173,RIGHT,,173,20,1
