
0,0,3,330,116,191,97,UP;null,DOWN;92;28;191;2147483647,RIGHT;null,LEFT;52;28;191;2147483647,,0,LEFT,,0,330,1
2,2,3,350,124,183,105,UP;null,DOWN;84;20;183;2147483647,RIGHT;60;20;183;2147483647,LEFT;60;20;183;2147483647,,2,RIGHT,,2,310,1
1,1,3,350,124,183,105,UP;20;40;183;2147483647,DOWN;44;40;183;2147483647,RIGHT;null,LEFT;20;40;183;2147483647,,1,DOWN,,1,310,1
5,5,3,660,172,135,92,UP;36;28;135;-1,DOWN;36;28;135;-1,RIGHT;null,LEFT;null,,5,UP,,5,0,1
4,4,3,640,164,143,100,UP;20;20;143;-1,DOWN;84;20;143;-1,RIGHT;null,LEFT;20;20;143;-1,,4,DOWN,,4,40,1
3,3,3,420,156,151,97,UP;64;40;151;2147483647,DOWN;64;40;151;2147483647,RIGHT;null,LEFT;88;40;151;2147483647,,3,UP,,3,260,1
8,8,3,660,196,111,92,UP;80;52;111;-1,DOWN;null,RIGHT;48;52;111;-1,LEFT;null,,8,UP,,8,60,1
6,6,3,660,180,127,97,UP;null,DOWN;null,RIGHT;52;56;127;-1,LEFT;52;56;127;-1,,6,RIGHT,,6,80,1
9,9,3,660,228,79,60,UP;null,DOWN;null,RIGHT;85;52;79;66,LEFT;80;52;79;66,,9,LEFT,,9,120,1
7,7,3,660,188,119,97,UP;null,DOWN;88;44;119;-1,RIGHT;16;44;119;-1,LEFT;null,,7,DOWN,,7,540,1
12,12,3,720,252,55,60,UP;44;28;55;54,DOWN;44;28;55;54,RIGHT;null,LEFT;44;28;55;54,,12,LEFT,,12,510,1
10,10,3,680,236,71,60,UP;null,DOWN;64;84;71;67,RIGHT;null,LEFT;64;84;71;67,,10,DOWN,,10,550,1
11,11,3,680,236,71,60,UP;null,DOWN;null,RIGHT;24;44;71;59,LEFT;24;44;71;59,,11,RIGHT,,11,550,1
15,15,3,1200,284,23,76,UP;null,DOWN;88;108;23;-1,RIGHT;112;108;23;-1,LEFT;null,,15,RIGHT,,15,30,1
14,14,3,780,276,31,68,UP;16;20;31;53,DOWN;null,RIGHT;null,LEFT;16;20;31;53,,14,LEFT,,14,450,1
13,13,3,740,260,47,52,UP;null,DOWN;12;20;47;57,RIGHT;84;20;47;57,LEFT;null,,13,DOWN,,13,500,1
16,16,3,1230,300,7,92,UP;null,DOWN;28;108;7;-1,RIGHT;null,LEFT;28;108;7;-1,,16,DOWN,,16,40,1
17,17,3,1420,415,189,126,UP;null,DOWN;102;6;189;2147483647,RIGHT;null,LEFT;42;6;189;2147483647,,17,LEFT,,17,290,1
19,19,3,1440,421,183,132,UP;null,DOWN;44;38;183;2147483647,RIGHT;76;38;183;2147483647,LEFT;null,,19,DOWN,,19,280,1
18,18,3,1430,417,187,128,UP;null,DOWN;28;11;187;2147483647,RIGHT;36;11;187;2147483647,LEFT;null,,18,DOWN,,18,1510,1
24,24,3,1510,477,127,92,UP;null,DOWN;56;62;127;2147483647,RIGHT;null,LEFT;56;62;127;2147483647,,24,DOWN,,24,1430,1
21,21,3,1510,449,155,104,UP;null,DOWN;84;11;155;2147483647,RIGHT;null,LEFT;20;11;155;2147483647,,21,LEFT,,21,1430,1
20,20,3,1450,427,177,126,UP;null,DOWN;90;6;177;2147483647,RIGHT;null,LEFT;42;6;177;2147483647,,20,LEFT,,20,1490,1
22,22,3,1510,465,139,88,UP;29;6;139;2147483647,DOWN;29;6;139;2147483647,RIGHT;null,LEFT;null,,22,UP,,22,1430,1
23,23,3,1510,477,127,92,UP;17;6;127;2147483647,DOWN;17;6;127;2147483647,RIGHT;null,LEFT;null,,23,UP,,23,1430,1
26,26,3,1720,501,103,91,UP;null,DOWN;68;73;103;-1,RIGHT;79;73;103;-1,LEFT;68;73;103;-1,,26,DOWN,,26,1220,1
25,25,3,1710,497,107,87,UP;null,DOWN;null,RIGHT;13;6;107;-1,LEFT;13;6;107;-1,,25,RIGHT,,25,1230,1
27,27,3,2940,525,79,115,UP;null,DOWN;128;2147483647;2147483647;-1,RIGHT;null,LEFT;104;2147483647;2147483647;-1,,27,DOWN,,27,100,1
28,28,3,2940,573,31,101,UP;null,DOWN;99;2147483647;2147483647;45,RIGHT;99;2147483647;2147483647;45,LEFT;null,,28,DOWN,,28,120,1
30,30,2,3320,736,169,90,UP;94;20;169;2147483647,DOWN;94;20;169;2147483647,RIGHT;null,LEFT;null,,30,UP,,30,80,1
29,29,2,3280,720,185,102,UP;110;20;185;2147483647,DOWN;null,RIGHT;110;20;185;2147483647,LEFT;110;20;185;2147483647,,29,UP,,29,150,1
31,31,2,3340,744,161,98,UP;null,DOWN;null,RIGHT;110;20;161;2147483647,LEFT;110;20;161;2147483647,,31,RIGHT,,31,90,1
32,32,2,3360,752,153,102,UP;115;40;153;2147483647,DOWN;102;40;153;2147483647,RIGHT;102;40;153;2147483647,LEFT;null,,32,DOWN,,32,70,1
33,33,2,3370,760,145,98,UP;82;20;145;2147483647,DOWN;null,RIGHT;82;20;145;2147483647,LEFT;82;20;145;2147483647,,33,UP,,33,60,1
35,35,2,3380,776,129,91,UP;null,DOWN;79;56;129;2147483647,RIGHT;79;56;129;2147483647,LEFT;null,,35,DOWN,,35,50,1
36,36,2,3400,784,121,83,UP;null,DOWN;null,RIGHT;70;20;121;2147483647,LEFT;70;20;121;2147483647,,36,RIGHT,,36,230,1
34,34,2,3380,776,129,91,UP;54;20;129;2147483647,DOWN;54;20;129;2147483647,RIGHT;null,LEFT;null,,34,UP,,34,250,1
38,38,2,3430,800,105,79,UP;null,DOWN;null,RIGHT;82;20;105;2147483647,LEFT;82;20;105;2147483647,,38,RIGHT,,38,210,1
41,41,2,3430,840,65,110,UP;null,DOWN;null,RIGHT;62;20;65;2147483647,LEFT;62;20;65;2147483647,,41,RIGHT,,41,230,1
40,40,2,3430,824,81,103,UP;null,DOWN;42;60;81;2147483647,RIGHT;null,LEFT;42;60;81;2147483647,,40,LEFT,,40,240,1
42,42,2,3430,848,57,102,UP;null,DOWN;6;60;57;2147483647,RIGHT;null,LEFT;6;60;57;2147483647,,42,LEFT,,42,260,1
37,37,2,3430,800,105,79,UP;54;20;105;2147483647,DOWN;null,RIGHT;42;20;105;2147483647,LEFT;42;20;105;2147483647,,37,RIGHT,,37,260,1
39,39,2,3430,824,81,103,UP;null,DOWN;70;20;81;2147483647,RIGHT;94;20;81;2147483647,LEFT;null,,39,DOWN,,39,260,1
45,45,2,3640,880,25,98,UP;null,DOWN;86;16;25;-1,RIGHT;86;16;25;-1,LEFT;null,,45,RIGHT,,45,50,1
44,44,2,3630,872,33,102,UP;90;16;33;-1,DOWN;66;16;33;-1,RIGHT;66;16;33;-1,LEFT;null,,44,RIGHT,,44,60,1
43,43,2,3630,864,41,106,UP;null,DOWN;98;20;41;-1,RIGHT;98;20;41;-1,LEFT;null,,43,RIGHT,,43,35,1
46,46,2,3660,888,17,99,UP;127;36;17;-1,DOWN;null,RIGHT;127;36;17;-1,LEFT;null,,46,UP,,46,45,1
48,48,1,3940,1074,187,2147483647,UP;null,DOWN;64;60;187;2147483647,RIGHT;null,LEFT;64;60;187;2147483647,,48,DOWN,,48,120,1
47,47,1,3920,1066,195,2147483647,UP;124;20;195;2147483647,DOWN;null,RIGHT;null,LEFT;76;20;195;2147483647,,47,UP,,47,140,1
52,52,1,4020,1106,155,2147483647,UP;117;44;155;2147483647,DOWN;null,RIGHT;93;44;155;2147483647,LEFT;null,,52,UP,,52,340,1
49,49,1,3940,1074,187,2147483647,UP;108;28;187;2147483647,DOWN;108;28;187;2147483647,RIGHT;null,LEFT;108;28;187;2147483647,,49,LEFT,,49,440,1
55,55,1,4080,1130,131,2147483647,UP;113;44;131;2147483647,DOWN;null,RIGHT;null,LEFT;113;44;131;2147483647,,55,UP,,55,340,1
51,51,1,4000,1098,163,2147483647,UP;null,DOWN;null,RIGHT;28;84;163;2147483647,LEFT;68;84;163;2147483647,,51,LEFT,,51,420,1
53,53,1,4060,1122,139,2147483647,UP;null,DOWN;16;104;139;2147483647,RIGHT;null,LEFT;80;104;139;2147483647,,53,DOWN,,53,390,1
57,57,1,4360,1162,99,2147483647,UP;null,DOWN;null,RIGHT;148;60;99;-1,LEFT;148;60;99;-1,,57,RIGHT,,57,90,1
50,50,1,3980,1090,171,2147483647,UP;146;44;171;2147483647,DOWN;null,RIGHT;96;44;171;2147483647,LEFT;null,,50,UP,,50,490,1
59,59,1,4420,1186,75,2147483647,UP;160;60;75;-1,DOWN;160;60;75;-1,RIGHT;184;60;75;-1,LEFT;null,,59,RIGHT,,59,50,1
56,56,1,4120,1146,115,2147483647,UP;128;44;115;2147483647,DOWN;104;44;115;2147483647,RIGHT;null,LEFT;104;44;115;2147483647,,56,DOWN,,56,350,1
54,54,1,4060,1122,139,2147483647,UP;null,DOWN;null,RIGHT;96;45;139;2147483647,LEFT;96;45;139;2147483647,,54,RIGHT,,54,410,1
60,60,1,4450,1210,51,2147483647,UP;148;56;51;55,DOWN;null,RIGHT;172;56;51;55,LEFT;null,,60,RIGHT,,60,20,1
62,62,1,4470,1234,27,2147483647,UP;null,DOWN;136;40;27;67,RIGHT;136;40;27;67,LEFT;null,,62,RIGHT,,62,20,1
58,58,1,4380,1170,91,2147483647,UP;null,DOWN;116;60;91;-1,RIGHT;null,LEFT;116;60;91;-1,,58,LEFT,,58,110,1
65,65,1,4470,1258,3,2147483647,UP;null,DOWN;124;40;3;103,RIGHT;124;40;3;103,LEFT;null,,65,RIGHT,,65,20,1
63,63,1,4470,1242,19,2147483647,UP;112;81;19;13,DOWN;40;81;19;13,RIGHT;null,LEFT;40;81;19;13,,63,UP,,63,20,1
61,61,1,4470,1226,35,2147483647,UP;null,DOWN;145;40;35;95,RIGHT;145;40;35;95,LEFT;156;40;35;95,,61,RIGHT,,61,20,1
64,64,1,4470,1250,11,2147483647,UP;null,DOWN;117;40;11;82,RIGHT;117;40;11;82,LEFT;null,,64,RIGHT,,64,20,1
66,66,3,340,120,175,92,UP;96;20;175;22,DOWN;null,RIGHT;null,LEFT;48;20;175;22,,66,LEFT,,66,120,1
67,67,3,360,128,167,84,UP;64;20;167;10,DOWN;64;20;167;10,RIGHT;null,LEFT;64;20;167;10,,67,UP,,67,120,1
68,68,3,420,152,143,60,UP;null,DOWN;null,RIGHT;52;20;143;46,LEFT;52;20;143;46,,68,RIGHT,,68,320,1
69,69,3,440,160,135,52,UP;68;40;135;67,DOWN;68;40;135;67,RIGHT;null,LEFT;81;40;135;67,,69,UP,,69,320,1
70,70,3,460,168,127,44,UP;24;20;127;50,DOWN;24;20;127;50,RIGHT;null,LEFT;72;20;127;50,,70,UP,,70,320,1
73,73,3,480,208,87,52,UP;56;20;87;26,DOWN;null,RIGHT;24;20;87;26,LEFT;24;20;87;26,,73,RIGHT,,73,340,1
71,71,3,460,184,111,60,UP;null,DOWN;null,RIGHT;56;56;111;62,LEFT;56;56;111;62,,71,RIGHT,,71,360,1
72,72,3,460,192,103,68,UP;null,DOWN;null,RIGHT;12;20;103;38,LEFT;12;20;103;38,,72,RIGHT,,72,370,1
74,74,3,740,232,63,28,UP;null,DOWN;12;52;63;-1,RIGHT;52;52;63;-1,LEFT;null,,74,DOWN,,74,140,1
76,76,3,820,264,31,56,UP;null,DOWN;81;65;31;41,RIGHT;60;65;31;41,LEFT;null,,76,DOWN,,76,120,1
78,78,3,880,288,7,32,UP;null,DOWN;96;89;7;43,RIGHT;null,LEFT;69;89;7;43,,78,LEFT,,78,90,1
81,81,3,1070,350,177,79,UP;null,DOWN;82;58;177;2147483647,RIGHT;82;58;177;2147483647,LEFT;82;58;177;2147483647,,81,DOWN,,81,1540,1
75,75,3,760,240,55,36,UP;null,DOWN;null,RIGHT;28;52;55;-1,LEFT;76;52;55;-1,,75,LEFT,,75,1860,1
77,77,3,820,264,31,56,UP;16;65;31;34,DOWN;null,RIGHT;null,LEFT;72;65;31;34,,77,UP,,77,1800,1
82,82,3,1090,374,153,82,UP;null,DOWN;130;82;153;2147483647,RIGHT;82;82;153;2147483647,LEFT;null,,82,DOWN,,82,1540,1
80,80,3,1040,338,189,79,UP;66;18;189;2147483647,DOWN;null,RIGHT;87;18;189;2147483647,LEFT;null,,80,UP,,80,1610,1
79,79,3,1020,328,199,89,UP;40;31;199;2147483647,DOWN;null,RIGHT;96;31;199;2147483647,LEFT;null,,79,UP,,79,1650,1
83,83,3,2610,422,105,46,UP;null,DOWN;94;2147483647;2147483647;-1,RIGHT;null,LEFT;118;2147483647;2147483647;-1,,83,LEFT,,83,200,1
85,85,3,2750,478,197,139,UP;null,DOWN;54;7;197;2147483647,RIGHT;null,LEFT;78;7;197;2147483647,,85,DOWN,,85,260,1
84,84,3,2630,446,81,30,UP;null,DOWN;94;2147483647;2147483647;52,RIGHT;null,LEFT;118;2147483647;2147483647;52,,84,LEFT,,84,380,1
86,86,3,2790,492,183,125,UP;null,DOWN;40;7;183;2147483647,RIGHT;null,LEFT;64;7;183;2147483647,,86,DOWN,,86,220,1
87,87,3,2810,502,173,135,UP;null,DOWN;62;7;173;2147483647,RIGHT;42;7;173;2147483647,LEFT;42;7;173;2147483647,,87,RIGHT,,87,610,1
90,90,3,2810,516,159,149,UP;null,DOWN;16;12;159;2147483647,RIGHT;null,LEFT;64;12;159;2147483647,,90,DOWN,,90,1430,1
88,88,3,2810,504,171,137,UP;null,DOWN;88;49;171;2147483647,RIGHT;88;49;171;2147483647,LEFT;null,,88,DOWN,,88,1430,1
91,91,3,2810,540,135,125,UP;null,DOWN;100;12;135;2147483647,RIGHT;4;12;135;2147483647,LEFT;4;12;135;2147483647,,91,RIGHT,,91,1430,1
89,89,3,2810,516,159,149,UP;null,DOWN;76;7;159;2147483647,RIGHT;28;7;159;2147483647,LEFT;28;7;159;2147483647,,89,RIGHT,,89,1440,1
92,92,3,3010,550,125,115,UP;18;7;125;-1,DOWN;18;7;125;-1,RIGHT;null,LEFT;null,,92,UP,,92,1280,1
93,93,3,3010,552,123,113,UP;null,DOWN;80;86;123;-1,RIGHT;null,LEFT;101;86;123;-1,,93,LEFT,,93,1280,1
94,94,3,3010,564,111,101,UP;4;7;111;-1,DOWN;4;7;111;-1,RIGHT;null,LEFT;null,,94,UP,,94,1290,1
95,95,3,3420,574,101,103,UP;98;86;101;-1,DOWN;null,RIGHT;6;86;101;-1,LEFT;null,,95,RIGHT,,95,910,1
96,96,3,4240,600,75,89,UP;53;2147483647;2147483647;-1,DOWN;125;2147483647;2147483647;-1,RIGHT;null,LEFT;null,,96,DOWN,,96,110,1
97,97,3,4290,624,51,65,UP;null,DOWN;null,RIGHT;41;2147483647;2147483647;49,LEFT;41;2147483647;2147483647;49,,97,RIGHT,,97,160,1
98,98,3,4350,648,27,41,UP;null,DOWN;29;2147483647;2147483647;61,RIGHT;53;2147483647;2147483647;61,LEFT;null,,98,DOWN,,98,160,1
100,100,3,4510,693,195,2147483647,UP;null,DOWN;null,RIGHT;64;48;195;2147483647,LEFT;64;48;195;2147483647,,100,RIGHT,,100,380,1
99,99,3,4500,689,199,2147483647,UP;73;63;199;2147483647,DOWN;73;63;199;2147483647,RIGHT;null,LEFT;132;63;199;2147483647,,99,LEFT,,99,390,1
101,101,3,4510,693,195,2147483647,UP;24;48;195;2147483647,DOWN;null,RIGHT;64;48;195;2147483647,LEFT;null,,101,UP,,101,380,1
103,103,3,4830,741,147,2147483647,UP;null,DOWN;null,RIGHT;48;46;147;-1,LEFT;48;46;147;-1,,103,RIGHT,,103,60,1
